   0.08594,   0.82812,  -0.71094,  -0.62500,  -0.42188,   0.65625,  -0.90625,   0.53906,  -0.23438,   0.64062,   0.95312,   0.89062,   0.92188,  -0.63281,  -0.57031,  -0.81250,  -0.25000,  -0.88281,   0.85156,   0.72656,  -0.10156,  -0.88281,  -0.71094,  -0.80469,  -0.67188,  -0.92188,   0.10938,   0.93750,   0.57812,   0.03906,  -0.52344,   0.84375,  -0.93750,  -0.71875,   0.90625,  -0.33594,   0.81250,  -0.82031,  -0.48438,   0.53906,   0.00000,   0.81250,  -0.70312,  -0.94531,  -0.32031,  -0.28906,  -0.59375,   0.66406,  -0.93750,  -0.57031,  -0.17188,   0.61719,   0.73438,   0.88281,   0.28906,  -0.48438,   0.87500,  -0.24219,  -0.97656,  -0.71094,  -0.26562,   0.46094,   0.68750,   0.71875,   0.44531,   0.13281,  -0.47656,  -0.25781,  -0.84375,  -0.18750,   0.93750,   0.65625,  -0.89844,  -0.28906,   0.67969,  -0.81250,  -0.78125,   0.19531,  -0.11719,  -0.86719,  -0.04688,  -0.86719,  -0.18750,  -0.41406,  -0.83594,  -0.03906,  -0.73438,   0.96094,   0.49219,  -0.05469,   0.98438,   0.20312,   0.84375,  -0.89844,   0.23438,  -0.36719,   0.43750,  -0.10156,   0.00000,  -0.86719,   0.52344,  -0.92188,  -0.66406,  -0.38281,  -0.66406,   0.97656,   0.42969,  -0.40625,  -0.66406,   0.88281,   0.55469,  -0.74219,   0.64844,   0.71875,  -0.54688,  -0.70312,  -0.85938,   0.14062,  -0.21875,   0.66406,  -0.21875,   0.60156,   0.13281,   0.84375,  -0.88281,  -0.69531,   0.94531,  -0.87500
  -0.67969,   0.31250,   0.97656,   0.26562,  -0.85156,  -0.88281,   0.72656,   0.08594,   0.96094,  -0.66406,   0.46094,   0.92969,  -0.21094,  -0.70312,  -0.26562,  -0.61719,   0.13281,  -0.91406,  -0.43750,   0.35156,   0.65625,  -0.92969,   0.41406,  -0.44531,  -0.92969,  -0.92188,  -0.50781,   0.03125,  -0.30469,  -0.97656,  -0.24219,   0.12500,  -0.91406,  -0.28125,  -0.39062,   0.02344,   0.84375,  -0.31250,  -0.64844,  -0.44531,  -0.28906,  -0.43750,  -0.74219,  -0.00781,   0.85938,   0.60156,   0.69531,  -0.38281,  -0.78906,  -0.54688,  -0.62500,   0.07812,   0.75781,  -0.71094,   0.84375,  -0.56250,  -0.67188,  -0.65625,   0.39062,  -0.91406,  -0.23438,   0.41406,  -0.03125,   0.79688,   0.30469,  -0.79688,  -0.96094,   0.40625,  -0.82812,  -0.89062,   0.40625,  -0.68750,  -0.90625,  -0.55469,  -0.42188,   0.28906,  -0.38281,  -0.64062,  -0.69531,  -0.07812,  -0.65625,   0.79688,  -0.95312,  -0.97656,  -0.40625,   0.59375,   0.96875,   0.60156,   0.39062,  -0.45312,   0.35938,  -0.74219,   0.89844,  -0.86719,  -0.92188,  -0.78125,  -0.00781,  -0.72656,   0.25000,  -0.27344,  -0.46875,  -0.72656,   0.40625,  -0.93750,  -0.96875,   0.49219,  -0.68750,  -0.83594,   0.52344,   0.57812,   0.21094,  -0.98438,   0.85938,  -0.69531,   0.75000,  -0.96094,   0.73438,  -0.14844,   0.79688,  -0.71875,   0.62500,   0.68750,   0.64062,   0.34375,  -0.33594,  -0.25781,  -0.87500,   0.17188
  -0.47656,   0.05469,   0.78906,  -0.77344,  -0.70312,  -0.76562,   0.64844,  -0.10156,   0.59375,  -0.83594,  -0.86719,   0.02344,  -0.25000,  -0.93750,  -0.98438,   0.14062,  -0.32031,  -0.78906,   0.39062,   0.77344,   0.23438,  -0.77344,   0.95312,   0.89062,  -0.99219,  -0.47656,  -0.96094,   0.63281,   0.21875,   0.88281,   0.33594,   0.48438,   0.00781,  -0.42188,  -0.85938,  -0.97656,   0.78906,   0.58594,   0.38281,  -0.33594,   0.06250,   0.52344,   0.07812,  -0.24219,   0.25781,   0.57031,   0.14062,   0.42969,  -0.77344,   0.85156,  -0.73438,   0.76562,   0.54688,  -0.13281,  -0.94531,  -0.11719,  -0.33594,   0.93750,  -0.88281,  -0.71875,   0.96875,   0.00781,   0.39844,   0.79688,  -0.32812,  -0.79688,  -0.67188,   0.67188,  -0.67188,  -0.28125,   0.53906,  -0.92969,  -0.85156,  -0.92188,  -0.84375,  -0.28125,  -0.35156,  -0.86719,  -0.61719,   0.33594,   0.39062,  -0.29688,  -0.85938,   0.82031,  -0.42969,   0.23438,  -0.15625,  -0.71875,   0.10156,   0.54688,  -0.45312,  -0.91406,   0.94531,   0.09375,   0.98438,  -0.20312,   0.71094,   0.32812,  -0.88281,  -0.46875,  -0.91406,   0.81250,  -0.72656,  -0.38281,  -0.31250,  -0.07031,   0.63281,  -0.42188,   0.40625,  -0.82812,  -0.71094,  -0.28906,  -0.76562,  -0.04688,  -0.65625,   0.65625,  -0.73438,   0.56250,   0.14844,  -0.27344,   0.71875,   0.50781,   0.71094,   0.93750,   0.42188,  -0.69531,  -0.78906,  -0.07812
   0.64062,  -0.69531,  -0.39062,   0.92969,   0.82031,   0.15625,  -0.47656,   0.32031,   0.85156,   0.71094,   0.71875,   0.45312,   0.97656,   0.71094,  -0.48438,   0.71094,  -0.53906,  -0.10156,   0.25781,  -0.21094,  -0.55469,   0.03906,   0.69531,  -0.15625,  -0.33594,  -0.79688,  -0.71094,  -0.98438,   0.17188,  -0.96094,  -0.41406,  -0.99219,  -0.79688,  -0.81250,   0.50000,  -0.24219,   0.25781,  -0.37500,  -0.95312,   0.37500,   0.18750,  -0.74219,  -0.47656,  -0.93750,   0.53125,   0.95312,  -0.27344,   0.75000,   0.53125,  -0.81250,   0.14844,  -0.30469,  -0.31250,  -0.85938,   0.15625,  -0.86719,  -0.70312,  -0.46094,   0.29688,   0.82031,  -0.31250,  -0.09375,  -0.89844,  -0.61719,  -0.42969,  -0.18750,   0.00000,  -0.78906,  -0.85938,  -0.41406,   0.93750,   0.75000,   0.82031,   0.28906,   0.37500,  -0.94531,  -0.75000,  -0.73438,   0.92188,  -0.63281,  -0.70312,   0.40625,   0.50000,  -0.79688,  -0.33594,   0.71094,   0.71094,   0.64844,  -0.27344,  -0.82031,   0.71094,   0.42969,  -0.53125,  -0.07031,   0.41406,  -0.87500,  -0.56250,  -0.78906,  -0.06250,  -0.76562,   0.91406,  -0.92969,  -0.48438,  -0.40625,   0.57031,   0.28125,  -0.15625,   0.71094,  -0.72656,   0.89844,  -0.03125,   0.86719,   0.98438,  -0.21094,  -0.10938,  -0.83594,   0.82812,  -0.15625,  -0.87500,  -0.36719,   0.87500,  -0.41406,   0.45312,  -0.82812,  -0.96094,  -0.20312,  -0.97656,  -0.35156
   0.63281,  -0.71094,   0.47656,  -0.52344,  -0.91406,   0.50000,  -0.99219,   0.92188,  -0.06250,   0.64062,  -0.97656,  -0.74219,   0.25781,   0.75000,  -0.67969,  -0.25781,   0.07031,  -0.08594,   0.36719,  -0.92969,   0.79688,   0.53125,  -0.62500,  -0.03125,  -0.83594,   0.58594,  -0.75000,  -0.92969,   0.54688,  -0.82031,  -0.63281,  -0.78906,   0.81250,  -0.78125,  -0.92969,  -0.20312,  -0.75781,  -0.59375,   0.88281,  -0.97656,   0.32812,   0.04688,   0.88281,  -0.95312,   0.87500,  -0.47656,   0.62500,  -0.15625,  -0.64062,  -0.92969,  -0.19531,  -0.32031,  -0.50000,   0.02344,   0.60938,  -0.87500,  -0.48438,   0.90625,   0.11719,   0.91406,  -0.06250,  -0.50781,   0.92188,  -0.73438,   0.97656,  -0.85156,  -0.58594,  -0.32812,  -0.88281,  -0.25000,  -0.95312,  -0.56250,   0.45312,   0.64844,   0.92188,  -0.89062,  -0.32812,  -0.96094,  -0.63281,   0.06250,  -0.71875,  -0.83594,  -0.88281,  -0.00781,  -0.40625,   0.13281,   0.83594,  -0.00781,   0.71094,  -0.24219,   0.90625,  -0.35938,  -0.91406,   0.98438,  -0.25781,  -0.85938,  -0.97656,   0.60156,  -0.41406,  -0.93750,   0.42969,  -0.32812,  -0.97656,  -0.88281,   0.77344,  -0.33594,  -0.54688,   0.31250,   0.50000,   0.80469,   0.06250,   0.84375,  -0.74219,  -0.73438,   0.26562,   0.76562,  -0.49219,  -0.57031,   0.04688,  -0.09375,   0.14844,  -0.46875,   0.73438,  -0.93750,  -0.60156,  -0.54688,  -0.99219,   0.21094
  -0.75781,  -0.80469,   0.67969,  -0.37500,   0.97656,  -0.39844,   0.92188,   0.69531,  -0.16406,   0.97656,  -0.82812,  -0.73438,  -0.16406,  -0.57812,  -0.50000,  -0.59375,  -0.88281,  -0.51562,  -0.85156,  -0.64844,   0.48438,  -0.48438,   0.62500,   0.66406,   0.32031,   0.32031,  -0.57031,   0.47656,   0.21875,  -0.71875,  -0.59375,  -0.28906,   0.25781,  -0.47656,  -0.54688,  -0.24219,  -0.92188,   0.14844,   0.47656,  -0.63281,   0.69531,   0.28125,   0.91406,  -0.78906,  -0.64062,  -0.92969,  -0.06250,   0.32031,  -0.49219,  -0.91406,  -0.75781,   0.03125,  -0.51562,  -0.78125,  -0.57812,   0.26562,   0.94531,  -0.23438,  -0.85938,  -0.30469,  -0.80469,  -0.96875,  -0.82031,  -0.55469,   0.61719,   0.33594,   0.05469,   0.90625,  -0.46875,  -0.63281,  -0.63281,  -0.19531,   0.65625,  -0.42969,  -0.14062,   0.78125,  -0.82812,   0.38281,   0.37500,   0.98438,  -0.74219,  -0.21094,  -0.82812,   0.79688,  -0.91406,  -0.53125,  -0.75781,   0.03125,  -0.78125,  -0.86719,  -0.43750,  -0.58594,   0.86719,  -0.99219,   0.28125,  -0.90625,  -0.50781,   0.83594,   0.36719,  -0.99219,  -0.45312,  -0.69531,  -0.15625,  -0.89844,   0.94531,   0.57812,  -0.57031,  -0.65625,  -0.57812,  -0.08594,  -0.94531,   0.86719,  -0.68750,  -0.79688,  -0.38281,   0.80469,   0.85156,   0.56250,   0.43750,  -0.15625,   0.65625,  -0.67969,   0.59375,  -0.79688,  -0.75000,  -0.66406,   0.60938,   0.40625
  -0.41406,  -0.59375,  -0.77344,  -0.95312,   0.54688,  -0.14844,   0.42969,  -0.37500,  -0.63281,  -0.36719,  -0.97656,   0.55469,   0.33594,  -0.99219,  -0.20312,   0.19531,  -0.67188,  -0.46094,  -0.27344,  -0.64844,  -0.79688,   0.20312,   0.46875,   0.28906,  -0.60938,  -0.92969,   0.28125,  -0.92188,  -0.73438,   0.21875,   0.64844,  -0.02344,  -0.77344,   0.45312,   0.78906,  -0.85156,  -0.57031,  -0.71875,   0.64844,  -0.17188,  -0.10938,   0.11719,   0.93750,   0.75781,  -0.99219,  -0.51562,  -0.63281,   0.71094,   0.66406,  -0.96875,   0.76562,  -0.34375,  -0.61719,   0.62500,   0.96875,  -0.71094,  -0.46094,   0.07031,   0.79688,  -0.46094,  -0.50000,  -0.08594,  -0.65625,  -0.89844,  -0.89844,  -0.42969,   0.21875,   0.13281,  -0.81250,  -0.90625,  -0.92188,   0.75000,  -0.92188,   0.71875,  -0.44531,  -0.08594,  -0.72656,  -0.82031,   0.92188,  -0.97656,  -0.70312,   0.57812,   0.54688,  -0.80469,   0.45312,   0.96094,   0.86719,   0.75781,  -0.99219,   0.01562,   0.88281,   0.00000,  -0.44531,   0.89062,   0.37500,  -0.92969,  -0.55469,   0.97656,   0.82812,   0.81250,   0.57031,  -0.75000,  -0.59375,   0.79688,  -0.39062,   0.94531,   0.20312,   0.86719,  -0.13281,  -0.46094,   0.96094,  -0.47656,   0.38281,  -0.92188,   0.92969,   0.64062,   0.94531,  -0.86719,  -0.74219,  -0.96875,   0.03125,  -0.54688,  -0.34375,   0.00781,  -0.64062,   0.28125,  -0.38281,  -0.50000
   0.14844,   0.75781,  -0.69531,  -0.13281,  -0.89844,   0.50781,   0.56250,  -0.88281,  -0.44531,  -0.37500,   0.72656,  -0.23438,  -0.44531,  -0.30469,  -0.42188,  -0.25781,   0.08594,   0.49219,   0.71875,  -0.49219,   0.46094,  -0.66406,  -0.48438,   0.21875,   0.75000,   0.73438,   0.64844,  -0.46875,  -0.78906,  -0.16406,   0.00000,   0.35938,  -0.48438,   0.21875,  -0.14844,   0.07812,  -0.11719,  -0.74219,   0.92188,  -0.78906,   0.75000,  -0.66406,   0.73438,   0.94531,  -0.50000,  -0.70312,   0.98438,  -0.07031,   0.35938,  -0.83594,   0.35938,  -0.60156,   0.34375,  -0.43750,   0.75781,   0.45312,   0.64062,  -0.39062,  -0.64844,  -0.71875,   0.63281,   0.21875,  -0.96094,  -0.71875,  -0.28125,  -0.28125,   0.22656,   0.95312,  -0.89062,  -0.46094,  -0.46875,  -0.12500,   0.09375,   0.91406,   0.66406,   0.82031,  -0.89844,  -0.17969,  -0.39062,   0.93750,  -0.53906,   0.39844,  -0.78906,  -0.78906,  -0.64062,   0.24219,  -0.91406,   0.92969,   0.56250,   0.11719,   0.86719,  -0.58594,  -0.35938,  -0.92188,   0.55469,  -0.90625,   0.79688,   0.78125,  -0.91406,   0.89062,   0.48438,   0.25781,  -0.38281,  -0.78906,  -0.71094,   0.27344,  -0.21875,   0.54688,   0.88281,  -0.86719,   0.75000,   0.11719,  -0.86719,  -0.85938,   0.71875,  -0.22656,  -0.98438,  -0.70312,  -0.39062,  -0.34375,   0.50781,  -0.42969,  -0.72656,   0.80469,  -0.55469,   0.81250,   0.95312,  -0.91406
  -0.14844,   0.92188,   0.82031,   0.22656,  -0.84375,  -0.59375,  -0.96875,  -0.45312,   0.15625,  -0.71094,   0.83594,   0.12500,  -0.95312,   0.97656,   0.67969,   0.80469,   0.21875,   0.03906,  -0.95312,  -0.09375,  -0.05469,   0.93750,   0.57812,  -0.65625,  -0.16406,   0.30469,   0.66406,   0.50000,   0.35156,   0.38281,   0.14844,   0.17969,   0.89062,   0.96094,  -0.57812,   0.15625,  -0.67188,   0.12500,   0.21094,  -0.74219,   0.73438,  -0.18750,   0.66406,   0.86719,  -0.99219,  -0.29688,   0.13281,  -0.60156,  -0.01562,  -0.78906,  -0.17188,  -0.32812,  -0.44531,  -0.90625,   0.78125,   0.64844,   0.19531,   0.81250,   0.62500,   0.26562,  -0.50000,  -0.07812,  -0.29688,   0.03125,   0.85156,   0.75000,  -0.98438,   0.81250,  -0.05469,   0.00000,   0.95312,   0.47656,  -0.50781,  -0.82812,   0.10938,   0.98438,  -0.70312,  -0.16406,   0.42969,   0.81250,   0.90625,  -0.18750,  -0.45312,  -0.10938,  -0.47656,  -0.39062,  -0.89844,   0.89062,  -0.98438,  -0.96094,  -0.21875,   0.14062,  -0.68750,  -0.85938,  -0.57812,   0.14844,   0.75781,   0.67188,  -0.49219,  -0.82812,  -0.40625,  -0.17188,  -0.68750,   0.40625,  -0.81250,  -0.64062,  -0.19531,  -0.21094,  -0.57812,  -0.73438,  -0.16406,  -0.64844,  -0.92969,  -0.73438,   0.43750,  -0.77344,  -0.81250,   0.56250,  -0.98438,  -0.11719,   0.13281,  -0.75781,   0.80469,  -0.55469,  -0.55469,  -0.09375,  -0.71875,   0.89844
   0.47656,  -0.97656,   0.14062,   0.94531,  -0.69531,  -0.47656,  -0.70312,  -0.98438,   0.59375,  -0.57031,   0.64844,  -0.15625,   0.83594,  -0.67969,  -0.92969,   0.69531,   0.48438,  -0.35156,  -0.72656,   0.39062,   0.31250,  -0.14844,   0.68750,   0.95312,  -0.89844,   0.35938,   0.89062,   0.93750,  -0.92969,   0.43750,   0.53906,   0.75781,  -0.85156,   0.45312,   0.67188,  -0.78125,   0.96094,  -0.41406,   0.70312,  -0.81250,   0.07812,  -0.28125,   0.04688,  -0.42969,  -0.22656,   0.96094,   0.89844,   0.39062,  -0.67969,  -0.29688,  -0.11719,  -0.67188,   0.14844,  -0.93750,   0.96094,  -0.95312,  -0.52344,   0.54688,   0.29688,   0.70312,  -0.44531,   0.77344,   0.36719,  -0.67969,   0.08594,  -0.67188,  -0.43750,  -0.75000,   0.62500,   0.43750,   0.81250,   0.42969,   0.67969,   0.31250,  -0.96875,   0.29688,  -0.82812,  -0.52344,  -0.89844,  -0.55469,   0.64062,   0.82812,  -0.21875,  -0.37500,   0.59375,  -0.74219,   0.94531,  -0.91406,   0.81250,   0.63281,   0.40625,  -0.35938,  -0.96875,   0.60938,  -0.95312,   0.61719,  -0.38281,  -0.60156,   0.39844,  -0.47656,  -0.82812,  -0.71094,   0.33594,  -0.25781,  -0.23438,   0.53125,  -0.27344,  -0.56250,   0.92969,  -0.24219,  -0.67969,   0.96094,  -0.87500,  -0.26562,  -0.96875,  -0.80469,   0.02344,   0.01562,  -0.80469,  -0.98438,   0.35938,  -0.82812,   0.89844,  -0.25781,  -0.11719,  -0.73438,  -0.89062,  -0.77344
